timestamp,value,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2015-02-26 21:42:53,53,,0.0,0.0,0.0
2015-02-26 21:47:53,64,0.0474261105331,0.0,0.0,0.0
2015-02-26 21:52:53,49,0.0441297017016,0.0,0.0,0.0
2015-02-26 21:57:53,48,0.0359144977998,0.0,0.0,0.0
2015-02-26 22:02:53,22,0.0200017398803,0.0,0.0,0.0
2015-02-26 22:07:53,23,0.007377246497,0.0,0.0,0.0
2015-02-26 22:12:53,17,0.00581246478254,0.0,0.0,0.0
2015-02-26 22:17:53,35,0.0119445771696,0.0,0.0,0.0
2015-02-26 22:22:53,23,0.0139864806236,0.0,0.0,0.0
2015-02-26 22:27:53,39,0.0173653112454,0.0,0.0,0.0
2015-02-26 22:32:53,26,0.0177973242454,0.0,0.0,0.0
2015-02-26 22:37:53,33,0.0153358898753,0.0,0.0,0.0
2015-02-26 22:42:53,51,0.0295587445874,0.0,0.0,0.0
2015-02-26 22:47:53,41,0.0327838033033,0.0,0.0,0.0
2015-02-26 22:52:53,34,0.0235538704489,0.0,0.0,0.0
2015-02-26 22:57:53,38,0.0223654092167,0.0,0.0,0.0
2015-02-26 23:02:53,45,0.0285459717879,0.0,0.0,0.0
2015-02-26 23:07:53,42,0.030326768375,0.0,0.0,0.0
2015-02-26 23:12:53,39,0.0270245291414,0.0,0.0,0.0
2015-02-26 23:17:53,40,0.0260920575708,0.0,0.0,0.0
2015-02-26 23:22:53,24,0.0171206200809,0.0,0.0,0.0
2015-02-26 23:27:53,36,0.016096404166,0.0,0.0,0.0
2015-02-26 23:32:53,18,0.014014669019,0.0,0.0,0.0
2015-02-26 23:37:53,25,0.00652833235111,0.0,0.0,0.0
2015-02-26 23:42:53,21,0.00771757147769,0.0,0.0,0.0
2015-02-26 23:47:53,13,0.00682957004263,0.0,0.0,0.0
2015-02-26 23:52:53,7,0.00653721800558,0.0,0.0,0.0
2015-02-26 23:57:53,18,0.00546147381966,0.0,0.0,0.0
2015-02-27 00:02:53,18,0.00238080965281,0.0,0.0,0.0
2015-02-27 00:07:53,28,0.00830579206058,0.0,0.0,0.0
2015-02-27 00:12:53,14,0.0109726027224,0.0,0.0,0.0
2015-02-27 00:17:53,25,0.00487363837821,0.0,0.0,0.0
2015-02-27 00:22:53,26,0.0106800794269,0.0,0.0,0.0
2015-02-27 00:27:53,15,0.00902704247551,0.0,0.0,0.0
2015-02-27 00:32:53,16,0.000993019458319,0.0,0.0,0.0
2015-02-27 00:37:53,20,0.00254883179192,0.0,0.0,0.0
2015-02-27 00:42:53,13,0.00615306986609,0.0,0.0,0.0
2015-02-27 00:47:53,19,0.00199512779791,0.0,0.0,0.0
2015-02-27 00:52:53,13,0.0054765689284,0.0,0.0,0.0
2015-02-27 00:57:53,17,0.000810104676138,0.0,0.0,0.0
2015-02-27 01:02:53,14,0.00353104673892,0.0,0.0,0.0
2015-02-27 01:07:53,24,0.00428114774892,0.0,0.0,0.0
2015-02-27 01:12:53,19,0.00602411065938,0.0,0.0,0.0
2015-02-27 01:17:53,8,0.00843927173173,0.0,0.0,0.0
2015-02-27 01:22:53,10,0.00730234333745,0.0,0.0,0.0
2015-02-27 01:27:53,9,0.00687775230226,0.0,0.0,0.0
2015-02-27 01:32:53,17,0.0035160186113,0.0,0.0,0.0
2015-02-27 01:37:53,9,0.00649372670778,0.0,0.0,0.0
2015-02-27 01:42:53,16,0.00323862315385,0.0,0.0,0.0
2015-02-27 01:47:53,17,0.00107698942582,0.0,0.0,0.0
2015-02-27 01:52:53,17,0.00175347970742,0.0,0.0,0.0
2015-02-27 01:57:53,22,0.00424234208491,0.0,0.0,0.0
2015-02-27 02:02:53,13,0.00750607326376,0.0,0.0,0.0
2015-02-27 02:07:53,13,0.00298198879895,0.0,0.0,0.0
2015-02-27 02:12:53,15,0.00179693903696,0.0,0.0,0.0
2015-02-27 02:17:53,7,0.00632582939712,0.0,0.0,0.0
2015-02-27 02:22:53,29,0.0119788494296,0.0,0.0,0.0
2015-02-27 02:27:53,62,0.0340415230134,0.0,0.0,0.0
2015-02-27 02:32:53,26,0.0294863197293,0.0,0.0,0.0
2015-02-27 02:37:53,28,0.0123734930539,0.0,0.0,0.0
2015-02-27 02:42:53,85,0.0471570230179,0.0,0.0,0.0
2015-02-27 02:47:53,70,0.0672395459345,0.0,0.0,0.0
2015-02-27 02:52:53,36,0.0394761305537,0.0,0.0,0.0
2015-02-27 02:57:53,39,0.0239745849518,0.0,0.0,0.0
2015-02-27 03:02:53,28,0.0189823252938,0.0,0.0,0.0
2015-02-27 03:07:53,40,0.0204999652395,0.0,0.0,0.0
2015-02-27 03:12:53,176,0.107147043273,0.0,0.0,0.0
2015-02-27 03:17:53,205,0.19339277348,0.0,0.0,0.0
2015-02-27 03:22:53,164,0.183824739723,0.0,0.0,0.0
2015-02-27 03:27:53,116,0.134595516472,0.0,0.0,0.0
2015-02-27 03:32:53,14,0.0705140397614,0.0,0.0,0.0
2015-02-27 03:37:53,23,0.00368865407504,0.0,0.0,0.0
2015-02-27 03:42:53,18,0.00521994446843,0.0,0.0,0.0
2015-02-27 03:47:53,17,0.00242997303362,0.0,0.0,0.0
2015-02-27 03:52:53,18,0.00187231258665,0.0,0.0,0.0
2015-02-27 03:57:53,19,0.00297332159427,0.0,0.0,0.0
2015-02-27 04:02:53,18,0.00288929454059,0.0,0.0,0.0
2015-02-27 04:07:53,21,0.004158339388,0.0,0.0,0.0
2015-02-27 04:12:53,21,0.00568377502261,0.0,0.0,0.0
2015-02-27 04:17:53,15,0.00564450810225,0.0,0.0,0.0
2015-02-27 04:22:53,11,0.00395565908628,0.0,0.0,0.0
2015-02-27 04:27:53,22,0.00512559166621,0.0,0.0,0.0
2015-02-27 04:32:53,13,0.00750607326376,0.0,0.0,0.0
2015-02-27 04:37:53,5,0.0077223225703,0.0,0.0,0.0
2015-02-27 04:42:53,18,0.00681440719163,0.0,0.0,0.0
2015-02-27 04:47:53,16,0.00302249334772,0.0,0.0,0.0
2015-02-27 04:52:53,14,0.00285455493502,0.0,0.0,0.0
2015-02-27 04:57:53,19,0.00131864588895,0.0,0.0,0.0
2015-02-27 05:02:53,14,0.00488403795821,0.0,0.0,0.0
2015-02-27 05:07:53,7,0.00602869734379,0.0,0.0,0.0
2015-02-27 05:12:53,17,0.00486896263935,0.0,0.0,0.0
2015-02-27 05:17:53,10,0.0059011850815,0.0,0.0,0.0
2015-02-27 05:22:53,12,0.00510014949676,0.0,0.0,0.0
2015-02-27 05:27:53,23,0.00504161180377,0.0,0.0,0.0
2015-02-27 05:32:53,11,0.00936765669286,0.0,0.0,0.0
2015-02-27 05:37:53,16,0.00222150495422,0.0,0.0,0.0
2015-02-27 05:42:53,8,0.00640977805245,0.0,0.0,0.0
2015-02-27 05:47:53,14,0.00493223087393,0.0,0.0,0.0
2015-02-27 05:52:53,11,0.00365852855524,0.0,0.0,0.0
2015-02-27 05:57:53,9,0.00636920423911,0.0,0.0,0.0
2015-02-27 06:02:53,6,0.00916394427297,0.0,0.0,0.0
2015-02-27 06:07:53,12,0.00713444983254,0.0,0.0,0.0
2015-02-27 06:12:53,20,0.00326411403684,0.0,0.0,0.0
2015-02-27 06:17:53,5,0.0108934416949,0.0,0.0,0.0
2015-02-27 06:22:53,8,0.010013175818,0.0,0.0,0.0
2015-02-27 06:27:53,11,0.00670981160611,0.0,0.0,0.0
2015-02-27 06:32:53,14,0.00340654558243,0.0,0.0,0.0
2015-02-27 06:37:53,8,0.00543614962832,0.0,0.0,0.0
2015-02-27 06:42:53,8,0.0084874205008,0.0,0.0,0.0
2015-02-27 06:47:53,13,0.00552475423263,0.0,0.0,0.0
2015-02-27 06:52:53,13,0.00298198879895,0.0,0.0,0.0
2015-02-27 06:57:53,12,0.00357451824684,0.0,0.0,0.0
2015-02-27 07:02:53,7,0.00704575084574,0.0,0.0,0.0
2015-02-27 07:07:53,17,0.00486896263935,0.0,0.0,0.0
2015-02-27 07:12:53,18,0.00187231258665,0.0,0.0,0.0
