Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
alpha,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,0.987891387939,-1.0,0,3025,0,403,4032
alpha,reward_low_FP_rate,artificialWithAnomaly/art_daily_jumpsup.csv,0.987891387939,0.532056101573,1,3025,0,402,4032
alpha,reward_low_FP_rate,realTweets/Twitter_volume_FB.csv,0.987891387939,-0.139758889138,1,13501,0,1581,15833
alpha,reward_low_FP_rate,artificialNoAnomaly/art_daily_no_noise.csv,0.987891387939,0.0,0,3428,0,0,4032
alpha,reward_low_FP_rate,realAdExchange/exchange-3_cpm_results.csv,0.987891387939,0.857454360734,1,1155,0,152,1538
alpha,reward_low_FP_rate,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,0.987891387939,-1.44,0,3546,2,473,4730
alpha,reward_low_FP_rate,realTweets/Twitter_volume_CVS.csv,0.987891387939,-1.13931492269,1,13577,0,1525,15853
alpha,reward_low_FP_rate,realTraffic/speed_6005.csv,0.987891387939,-1.0,0,1886,0,239,2500
alpha,reward_low_FP_rate,realTraffic/occupancy_6005.csv,0.987891387939,-1.21984676131,0,1783,1,239,2380
alpha,reward_low_FP_rate,realAdExchange/exchange-4_cpc_results.csv,0.987891387939,-1.14679279002,1,1232,0,164,1643
alpha,reward_low_FP_rate,realTweets/Twitter_volume_CRM.csv,0.987891387939,-1.14087783683,1,13559,0,1592,15902
alpha,reward_low_FP_rate,realAdExchange/exchange-2_cpc_results.csv,0.987891387939,-1.0,0,1218,0,163,1624
alpha,reward_low_FP_rate,realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,0.987891387939,-0.141984317169,1,3026,0,401,4032
alpha,reward_low_FP_rate,realTraffic/speed_t4013.csv,0.987891387939,-0.137389239886,2,1871,0,248,2495
alpha,reward_low_FP_rate,realTraffic/occupancy_t4013.csv,0.987891387939,-0.143073846273,1,1875,0,249,2500
alpha,reward_low_FP_rate,realTweets/Twitter_volume_AAPL.csv,0.987891387939,-2.13931492269,1,13564,0,1587,15902
alpha,reward_low_FP_rate,realKnownCause/rogue_agent_key_hold.csv,0.987891387939,-2.66,0,1407,3,190,1882
alpha,reward_low_FP_rate,realTraffic/TravelTime_451.csv,0.987891387939,-1.0,0,1621,0,217,2162
alpha,reward_low_FP_rate,artificialWithAnomaly/art_load_balancer_spikes.csv,0.987891387939,0.72882124279,2,3025,0,401,4032
alpha,reward_low_FP_rate,artificialNoAnomaly/art_flatline.csv,0.987891387939,-2.2,0,3418,10,0,4032
alpha,reward_low_FP_rate,realAdExchange/exchange-4_cpm_results.csv,0.987891387939,-2.14909988111,1,1233,0,163,1643
alpha,reward_low_FP_rate,artificialNoAnomaly/art_daily_perfect_square_wave.csv,0.987891387939,-2.64,0,3416,12,0,4032
alpha,reward_low_FP_rate,realTweets/Twitter_volume_IBM.csv,0.987891387939,-0.139761142953,1,13553,0,1589,15893
alpha,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,0.987891387939,-1.20520491713,0,3081,4,343,4032
alpha,reward_low_FP_rate,artificialWithAnomaly/art_daily_jumpsdown.csv,0.987891387939,-1.0,0,3025,0,403,4032
alpha,reward_low_FP_rate,realAdExchange/exchange-2_cpm_results.csv,0.987891387939,-0.968726987919,1,1219,0,161,1624
alpha,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,0.987891387939,0.85712688145,2,3025,0,401,4032
alpha,reward_low_FP_rate,realAWSCloudwatch/elb_request_count_8c0756.csv,0.987891387939,-0.138449197924,1,3026,0,401,4032
alpha,reward_low_FP_rate,realAdExchange/exchange-3_cpc_results.csv,0.987891387939,-1.14732004952,1,1155,0,152,1538
alpha,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.987891387939,-0.141984317169,1,3026,0,401,4032
alpha,reward_low_FP_rate,realTweets/Twitter_volume_KO.csv,0.987891387939,-1.13953718203,1,13514,0,1586,15851
alpha,reward_low_FP_rate,realKnownCause/nyc_taxi.csv,0.987891387939,-3.19343899238,1,8535,0,1034,10320
alpha,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,0.987891387939,-0.358495402625,1,3026,0,401,4032
alpha,reward_low_FP_rate,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,0.987891387939,-1.14285985122,1,3023,0,404,4032
alpha,reward_low_FP_rate,realTraffic/TravelTime_387.csv,0.987891387939,-3.22,0,1875,1,249,2500
alpha,reward_low_FP_rate,realTweets/Twitter_volume_PFE.csv,0.987891387939,-4.0,0,13520,0,1588,15858
alpha,reward_low_FP_rate,artificialWithAnomaly/art_daily_flatmiddle.csv,0.987891387939,0.948068607292,1,3025,0,402,4032
alpha,reward_low_FP_rate,realAWSCloudwatch/grok_asg_anomaly.csv,0.987891387939,-1.15206712407,5,3463,0,460,4621
alpha,reward_low_FP_rate,realAWSCloudwatch/ec2_network_in_5abac7.csv,0.987891387939,-0.141713203209,2,3547,0,472,4730
alpha,reward_low_FP_rate,realKnownCause/ambient_temperature_system_failure.csv,0.987891387939,-2.43999690471,0,5789,2,726,7267
alpha,reward_low_FP_rate,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,0.987891387939,-2.0,0,931,0,126,1243
alpha,reward_low_FP_rate,artificialNoAnomaly/art_noisy.csv,0.987891387939,0.0,0,3428,0,0,4032
alpha,reward_low_FP_rate,realKnownCause/cpu_utilization_asg_misconfiguration.csv,0.987891387939,-1.22,0,15800,1,1499,18050
alpha,reward_low_FP_rate,realKnownCause/machine_temperature_system_failure.csv,0.987891387939,-2.17688506498,5,19677,0,2263,22695
alpha,reward_low_FP_rate,artificialWithAnomaly/art_daily_nojump.csv,0.987891387939,-1.22,0,3024,1,403,4032
alpha,reward_low_FP_rate,artificialWithAnomaly/art_increase_spike_density.csv,0.987891387939,0.86067182427,1,3025,0,402,4032
alpha,reward_low_FP_rate,realTraffic/speed_7578.csv,0.987891387939,-4.0,0,842,0,116,1127
alpha,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,0.987891387939,-1.13759635579,1,3023,0,404,4032
alpha,reward_low_FP_rate,realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,0.987891387939,-0.141984317169,1,3026,0,401,4032
alpha,reward_low_FP_rate,artificialNoAnomaly/art_daily_small_noise.csv,0.987891387939,-0.22,0,3427,1,0,4032
alpha,reward_low_FP_rate,realTweets/Twitter_volume_UPS.csv,0.987891387939,-2.16122706739,2,13528,3,1583,15866
alpha,reward_low_FP_rate,realTweets/Twitter_volume_AMZN.csv,0.987891387939,-2.14110927933,1,13501,0,1579,15831
alpha,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,0.987891387939,-0.22,0,3427,1,0,4032
