Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
alpha,standard,realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,0.967575073242,-1.0,0,3025,0,403,4032
alpha,standard,artificialWithAnomaly/art_daily_jumpsup.csv,0.967575073242,0.532056101573,1,3025,0,402,4032
alpha,standard,realTweets/Twitter_volume_FB.csv,0.967575073242,-0.139758889138,1,13501,0,1581,15833
alpha,standard,artificialNoAnomaly/art_daily_no_noise.csv,0.967575073242,0.0,0,3428,0,0,4032
alpha,standard,realAdExchange/exchange-3_cpm_results.csv,0.967575073242,0.857454360734,1,1155,0,152,1538
alpha,standard,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,0.967575073242,-1.22,0,3546,2,473,4730
alpha,standard,realTweets/Twitter_volume_CVS.csv,0.967575073242,-1.13931492269,1,13577,0,1525,15853
alpha,standard,realTraffic/speed_6005.csv,0.967575073242,-1.0,0,1886,0,239,2500
alpha,standard,realTraffic/occupancy_6005.csv,0.967575073242,0.748376072647,1,1783,1,238,2380
alpha,standard,realAdExchange/exchange-4_cpc_results.csv,0.967575073242,-1.14679279002,1,1232,0,164,1643
alpha,standard,realTweets/Twitter_volume_CRM.csv,0.967575073242,-1.14087783683,1,13559,0,1592,15902
alpha,standard,realAdExchange/exchange-2_cpc_results.csv,0.967575073242,-1.0,0,1218,0,163,1624
alpha,standard,realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,0.967575073242,-0.141984317169,1,3026,0,401,4032
alpha,standard,realTraffic/speed_t4013.csv,0.967575073242,-0.137389239886,2,1871,0,248,2495
alpha,standard,realTraffic/occupancy_t4013.csv,0.967575073242,-0.143073846273,1,1875,0,249,2500
alpha,standard,realTweets/Twitter_volume_AAPL.csv,0.967575073242,-2.13931492269,1,13564,0,1587,15902
alpha,standard,realKnownCause/rogue_agent_key_hold.csv,0.967575073242,-2.33,0,1407,3,190,1882
alpha,standard,realTraffic/TravelTime_451.csv,0.967575073242,-1.0,0,1621,0,217,2162
alpha,standard,artificialWithAnomaly/art_load_balancer_spikes.csv,0.967575073242,0.72882124279,2,3025,0,401,4032
alpha,standard,artificialNoAnomaly/art_flatline.csv,0.967575073242,-2.86,0,3402,26,0,4032
alpha,standard,realAdExchange/exchange-4_cpm_results.csv,0.967575073242,-2.14909988111,1,1233,0,163,1643
alpha,standard,artificialNoAnomaly/art_daily_perfect_square_wave.csv,0.967575073242,-1.32,0,3416,12,0,4032
alpha,standard,realTweets/Twitter_volume_IBM.csv,0.967575073242,-0.139761142953,2,13553,0,1588,15893
alpha,standard,realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,0.967575073242,-1.10260245856,0,3081,4,343,4032
alpha,standard,artificialWithAnomaly/art_daily_jumpsdown.csv,0.967575073242,-1.0,0,3025,0,403,4032
alpha,standard,realAdExchange/exchange-2_cpm_results.csv,0.967575073242,-0.968726987919,1,1219,0,161,1624
alpha,standard,realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,0.967575073242,0.85712688145,4,3025,0,399,4032
alpha,standard,realAWSCloudwatch/elb_request_count_8c0756.csv,0.967575073242,-0.138449197924,1,3026,0,401,4032
alpha,standard,realAdExchange/exchange-3_cpc_results.csv,0.967575073242,-1.14732004952,1,1155,0,152,1538
alpha,standard,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.967575073242,-0.141984317169,1,3026,0,401,4032
alpha,standard,realTweets/Twitter_volume_KO.csv,0.967575073242,-1.13953718203,1,13514,0,1586,15851
alpha,standard,realKnownCause/nyc_taxi.csv,0.967575073242,-3.19343899238,1,8535,0,1034,10320
alpha,standard,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,0.967575073242,-0.358495402625,1,3026,0,401,4032
alpha,standard,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,0.967575073242,-1.25242800279,1,3022,1,404,4032
alpha,standard,realTraffic/TravelTime_387.csv,0.967575073242,-3.22,0,1874,2,249,2500
alpha,standard,realTweets/Twitter_volume_PFE.csv,0.967575073242,-4.0,0,13520,0,1588,15858
alpha,standard,artificialWithAnomaly/art_daily_flatmiddle.csv,0.967575073242,0.838068607292,1,3024,1,402,4032
alpha,standard,realAWSCloudwatch/grok_asg_anomaly.csv,0.967575073242,-1.14251526238,12,3463,0,453,4621
