timestamp,value,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-01 00:00:00,19.761251903,,0.0,0.0,0.0
2014-04-01 00:05:00,20.500833287,0.00936868959872,0.0,0.0,0.0
2014-04-01 00:10:00,19.9616414445,0.0102317944978,0.0,0.0,0.0
2014-04-01 00:15:00,21.4902660734,0.00525978967294,0.0,0.0,0.0
2014-04-01 00:20:00,20.1877394098,0.0111179435646,0.0,0.0,0.0
2014-04-01 00:25:00,19.9231256718,0.0111067015314,0.0,0.0,0.0
2014-04-01 00:30:00,21.6984039617,0.00649975152946,0.0,0.0,0.0
2014-04-01 00:35:00,20.8787583842,0.0093787394163,0.0,0.0,0.0
2014-04-01 00:40:00,18.4461996294,0.0164395092102,0.0,0.0,0.0
2014-04-01 00:45:00,18.7108178448,0.0206239555991,0.0,0.0,0.0
2014-04-01 00:50:00,21.1484914518,0.0125177615323,0.0,0.0,0.0
2014-04-01 00:55:00,21.3434052847,0.00332836836071,0.0,0.0,0.0
2014-04-01 01:00:00,20.1807633164,0.0101113839206,0.0,0.0,0.0
2014-04-01 01:05:00,20.2178209115,0.00975191250749,0.0,0.0,0.0
2014-04-01 01:10:00,20.5277318514,0.00822861460749,0.0,0.0,0.0
2014-04-01 01:15:00,19.7564630971,0.0111260698343,0.0,0.0,0.0
2014-04-01 01:20:00,20.7207964939,0.00835658175132,0.0,0.0,0.0
2014-04-01 01:25:00,18.4339250303,0.016847624621,0.0,0.0,0.0
2014-04-01 01:30:00,21.8451169695,0.0177151431183,0.0,0.0,0.0
2014-04-01 01:35:00,21.0006192952,0.00985053354386,0.0,0.0,0.0
2014-04-01 01:40:00,20.524696816,0.00650425954477,0.0,0.0,0.0
2014-04-01 01:45:00,19.265288228,0.013416876144,0.0,0.0,0.0
2014-04-01 01:50:00,18.6438219498,0.0191098129549,0.0,0.0,0.0
2014-04-01 01:55:00,19.6373718553,0.0158724530538,0.0,0.0,0.0
2014-04-01 02:00:00,20.6463069623,0.00896779309354,0.0,0.0,0.0
2014-04-01 02:05:00,20.5348389737,0.00724370047828,0.0,0.0,0.0
2014-04-01 02:10:00,19.5305646203,0.0121607161579,0.0,0.0,0.0
2014-04-01 02:15:00,20.4531455753,0.0101035825097,0.0,0.0,0.0
2014-04-01 02:20:00,21.2549931823,0.00432496460272,0.0,0.0,0.0
2014-04-01 02:25:00,18.1051390894,0.0191373779402,0.0,0.0,0.0
2014-04-01 02:30:00,19.8024841917,0.016305540981,0.0,0.0,0.0
2014-04-01 02:35:00,21.0342209139,0.00679703249498,0.0,0.0,0.0
2014-04-01 02:40:00,20.1845778819,0.00801080321464,0.0,0.0,0.0
2014-04-01 02:45:00,20.6059043517,0.00793903983569,0.0,0.0,0.0
2014-04-01 02:50:00,20.0667055704,0.00950986953218,0.0,0.0,0.0
2014-04-01 02:55:00,21.9674981787,0.00673477723565,0.0,0.0,0.0
2014-04-01 03:00:00,18.218486146,0.0236497236323,0.0,0.0,0.0
2014-04-01 03:05:00,19.9641792871,0.0153004984114,0.0,0.0,0.0
2014-04-01 03:10:00,18.3656661965,0.0188477927666,0.0,0.0,0.0
2014-04-01 03:15:00,18.6391422485,0.0211371380121,0.0,0.0,0.0
2014-04-01 03:20:00,19.5321534017,0.0163723594656,0.0,0.0,0.0
2014-04-01 03:25:00,18.622160366,0.018616237288,0.0,0.0,0.0
2014-04-01 03:30:00,21.8547486638,0.0164286624485,0.0,0.0,0.0
2014-04-01 03:35:00,21.7871591069,0.006263867268,0.0,0.0,0.0
2014-04-01 03:40:00,19.3444385849,0.017138666058,0.0,0.0,0.0
2014-04-01 03:45:00,20.5589908482,0.0100255539976,0.0,0.0,0.0
2014-04-01 03:50:00,20.1350132824,0.00929648694032,0.0,0.0,0.0
2014-04-01 03:55:00,21.2623479221,0.00499743422396,0.0,0.0,0.0
2014-04-01 04:00:00,20.5097824393,0.00800849799773,0.0,0.0,0.0
2014-04-01 04:05:00,18.001009818,0.0193304816645,0.0,0.0,0.0
2014-04-01 04:10:00,21.0526975424,0.0170915775417,0.0,0.0,0.0
2014-04-01 04:15:00,20.9873924852,0.00430525543817,0.0,0.0,0.0
2014-04-01 04:20:00,20.0388908223,0.00879205490995,0.0,0.0,0.0
2014-04-01 04:25:00,21.6116758929,0.00527767850827,0.0,0.0,0.0
2014-04-01 04:30:00,21.6337848228,0.0052563906582,0.0,0.0,0.0
2014-04-01 04:35:00,20.0956467068,0.0125613982243,0.0,0.0,0.0
2014-04-01 04:40:00,20.4319529248,0.00894546905606,0.0,0.0,0.0
2014-04-01 04:45:00,21.9860882877,0.00423711831505,0.0,0.0,0.0
2014-04-01 04:50:00,19.1952809392,0.0192394203954,0.0,0.0,0.0
2014-04-01 04:55:00,19.2984689692,0.0162202631579,0.0,0.0,0.0
2014-04-01 05:00:00,18.7310956107,0.0186298717539,0.0,0.0,0.0
2014-04-01 05:05:00,21.5834677566,0.0143969173919,0.0,0.0,0.0
2014-04-01 05:10:00,20.9779535598,0.00810448175712,0.0,0.0,0.0
2014-04-01 05:15:00,18.4225713955,0.0163290188272,0.0,0.0,0.0
2014-04-01 05:20:00,21.9270694048,0.0181764777541,0.0,0.0,0.0
2014-04-01 05:25:00,20.9238468326,0.0107872117492,0.0,0.0,0.0
2014-04-01 05:30:00,21.4020884384,0.00259643438489,0.0,0.0,0.0
2014-04-01 05:35:00,18.1926031567,0.0197709165205,0.0,0.0,0.0
2014-04-01 05:40:00,20.0198436758,0.0150992748186,0.0,0.0,0.0
2014-04-01 05:45:00,20.7943931469,0.00742884036224,0.0,0.0,0.0
