timestamp,value,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-01 00:00:00,18.3249185392,,0.0,0.0,0.0
2014-04-01 00:05:00,21.970327182,0.0315668131956,0.0,0.0,0.0
2014-04-01 00:10:00,18.6248060317,0.0537809524079,0.0,0.0,0.0
2014-04-01 00:15:00,21.9536839759,0.026654251472,0.0,0.0,0.0
2014-04-01 00:20:00,21.9091197303,0.0262924365125,0.0,0.0,0.0
2014-04-01 00:25:00,21.1752724156,0.0316575859743,0.0,0.0,0.0
2014-04-01 00:30:00,20.6376918483,0.0244139426375,0.0,0.0,0.0
2014-04-01 00:35:00,20.311228201,0.0207975821617,0.0,0.0,0.0
2014-04-01 00:40:00,21.4644061815,0.0114454117591,0.0,0.0,0.0
2014-04-01 00:45:00,19.1577580865,0.0412993028049,0.0,0.0,0.0
2014-04-01 00:50:00,19.8707248499,0.0254666313076,0.0,0.0,0.0
2014-04-01 00:55:00,20.4775598775,0.0199307976812,0.0,0.0,0.0
2014-04-01 01:00:00,19.6447619035,0.0264380120152,0.0,0.0,0.0
2014-04-01 01:05:00,19.7099458164,0.0264639041988,0.0,0.0,0.0
2014-04-01 01:10:00,19.32113867,0.029651389022,0.0,0.0,0.0
2014-04-01 01:15:00,20.2569272667,0.0221416001235,0.0,0.0,0.0
2014-04-01 01:20:00,21.4022981121,0.0119964417171,0.0,0.0,0.0
2014-04-01 01:25:00,18.806113512,0.0432300033044,0.0,0.0,0.0
2014-04-01 01:30:00,21.737732155,0.021974037534,0.0,0.0,0.0
2014-04-01 01:35:00,20.756350615,0.0323954788019,0.0,0.0,0.0
2014-04-01 01:40:00,21.2930928507,0.0125745399231,0.0,0.0,0.0
2014-04-01 01:45:00,20.2247627705,0.0297161538872,0.0,0.0,0.0
2014-04-01 01:50:00,21.1180668057,0.0143758076548,0.0,0.0,0.0
2014-04-01 01:55:00,18.0648015894,0.0448650236995,0.0,0.0,0.0
2014-04-01 02:00:00,21.2735216991,0.029915199658,0.0,0.0,0.0
2014-04-01 02:05:00,18.1605554363,0.0465431080695,0.0,0.0,0.0
2014-04-01 02:10:00,21.5596535055,0.0307703016904,0.0,0.0,0.0
2014-04-01 02:15:00,21.967850989,0.0195203637192,0.0,0.0,0.0
2014-04-01 02:20:00,19.1762698487,0.0491648808968,0.0,0.0,0.0
2014-04-01 02:25:00,18.8412742251,0.0340185039657,0.0,0.0,0.0
2014-04-01 02:30:00,21.0614534554,0.0157962150651,0.0,0.0,0.0
2014-04-01 02:35:00,19.0121053637,0.0360923558989,0.0,0.0,0.0
2014-04-01 02:40:00,21.4622495327,0.0164063860484,0.0,0.0,0.0
2014-04-01 02:45:00,18.4113703686,0.0474631907875,0.0,0.0,0.0
2014-04-01 02:50:00,18.5038207855,0.0373816790468,0.0,0.0,0.0
2014-04-01 02:55:00,21.9166062204,0.0282725066938,0.0,0.0,0.0
2014-04-01 03:00:00,20.6953555931,0.0357527266435,0.0,0.0,0.0
2014-04-01 03:05:00,21.3875488977,0.0118310482783,0.0,0.0,0.0
2014-04-01 03:10:00,19.2973175094,0.0389167339685,0.0,0.0,0.0
2014-04-01 03:15:00,20.7059349981,0.0184268380897,0.0,0.0,0.0
2014-04-01 03:20:00,20.3769673092,0.0202069288428,0.0,0.0,0.0
2014-04-01 03:25:00,20.4126004805,0.0201293492546,0.0,0.0,0.0
2014-04-01 03:30:00,20.7301298382,0.0174701488036,0.0,0.0,0.0
2014-04-01 03:35:00,20.3014366925,0.0208178004603,0.0,0.0,0.0
2014-04-01 03:40:00,19.7162494772,0.0259627443757,0.0,0.0,0.0
2014-04-01 03:45:00,19.1036907775,0.0314553560717,0.0,0.0,0.0
2014-04-01 03:50:00,21.0743253237,0.0155004067197,0.0,0.0,0.0
2014-04-01 03:55:00,18.90508972,0.0371861896197,0.0,0.0,0.0
2014-04-01 04:00:00,20.7694172246,0.0181725188564,0.0,0.0,0.0
2014-04-01 04:05:00,18.9333312906,0.0321526246324,0.0,0.0,0.0
